1680
torch.Size([1, 500, 512]) torch.Size([1, 6, 2])
         450092 function calls (437207 primitive calls) in 4.099 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 csv.py:2(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.002    0.002 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:173(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:194(_concrete_ndptr)
        1    0.000    0.000    0.002    0.002 ctypeslib.py:353(_get_scalar_type_map)
        1    0.000    0.000    0.002    0.002 ctypeslib.py:364(<dictcomp>)
        1    0.000    0.000    0.000    0.000 custom_module_class_mappings.py:1(<module>)
        1    0.000    0.000    0.003    0.003 data_parallel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 data_parallel.py:40(DataParallel)
        1    0.000    0.000    0.003    0.003 dataclasses.py:1(<module>)
        2    0.000    0.000    0.003    0.001 dataclasses.py:1010(wrap)
        1    0.000    0.000    0.000    0.000 dataclasses.py:155(FrozenInstanceError)
        1    0.000    0.000    0.000    0.000 dataclasses.py:160(_HAS_DEFAULT_FACTORY_CLASS)
        1    0.000    0.000    0.000    0.000 dataclasses.py:167(_MISSING_TYPE)
        1    0.000    0.000    0.000    0.000 dataclasses.py:176(_FIELD_BASE)
        3    0.000    0.000    0.000    0.000 dataclasses.py:177(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:202(_InitVarMeta)
        1    0.000    0.000    0.000    0.000 dataclasses.py:206(InitVar)
        1    0.000    0.000    0.000    0.000 dataclasses.py:231(Field)
       10    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:281(__set_name__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:289(_DataclassParams)
        2    0.000    0.000    0.000    0.000 dataclasses.py:298(__init__)
       10    0.000    0.000    0.000    0.000 dataclasses.py:320(field)
        4    0.000    0.000    0.000    0.000 dataclasses.py:342(_tuple_str)
        4    0.000    0.000    0.000    0.000 dataclasses.py:351(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:356(_recursive_repr)
        6    0.000    0.000    0.001    0.000 dataclasses.py:375(_create_fn)
       24    0.000    0.000    0.000    0.000 dataclasses.py:389(<genexpr>)
       10    0.000    0.000    0.000    0.000 dataclasses.py:402(_field_assign)
       10    0.000    0.000    0.000    0.000 dataclasses.py:414(_field_init)
       10    0.000    0.000    0.000    0.000 dataclasses.py:468(_init_param)
        2    0.000    0.000    0.001    0.000 dataclasses.py:487(_init_fn)
        2    0.000    0.000    0.000    0.000 dataclasses.py:505(<dictcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:530(<listcomp>)
        2    0.000    0.000    0.001    0.000 dataclasses.py:537(_repr_fn)
        2    0.000    0.000    0.000    0.000 dataclasses.py:541(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:573(_cmp_fn)
       10    0.000    0.000    0.000    0.000 dataclasses.py:595(_is_classvar)
       10    0.000    0.000    0.000    0.000 dataclasses.py:603(_is_initvar)
       10    0.000    0.000    0.001    0.000 dataclasses.py:669(_get_field)
        6    0.000    0.000    0.000    0.000 dataclasses.py:751(_set_new_attribute)
        2    0.000    0.000    0.000    0.000 dataclasses.py:765(_hash_set_none)
        2    0.000    0.000    0.003    0.001 dataclasses.py:807(_process_class)
        2    0.000    0.000    0.001    0.000 dataclasses.py:861(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:922(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:938(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:941(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:947(<listcomp>)
        2    0.000    0.000    0.003    0.001 dataclasses.py:996(dataclass)
        1    0.000    0.000    0.014    0.014 dataloader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataloader.py:154(__init__)
        1    0.000    0.000    0.000    0.000 dataloader.py:290(_get_iterator)
        1    0.000    0.000    0.000    0.000 dataloader.py:300(multiprocessing_context)
    19/18    0.000    0.000    0.000    0.000 dataloader.py:329(__setattr__)
        1    0.000    0.000    0.000    0.000 dataloader.py:339(__iter__)
        4    0.000    0.000    0.000    0.000 dataloader.py:354(_auto_collation)
        2    0.000    0.000    0.000    0.000 dataloader.py:358(_index_sampler)
        1    0.000    0.000    0.000    0.000 dataloader.py:370(__len__)
        1    0.000    0.000    0.000    0.000 dataloader.py:400(_BaseDataLoaderIter)
        1    0.000    0.000    0.000    0.000 dataloader.py:401(__init__)
        1    0.000    0.000    0.000    0.000 dataloader.py:41(_DatasetKind)
        1    0.000    0.000    0.000    0.000 dataloader.py:426(_next_index)
        1    0.000    0.000    0.118    0.118 dataloader.py:432(__next__)
        1    0.000    0.000    0.000    0.000 dataloader.py:45(create_fetcher)
        1    0.000    0.000    0.000    0.000 dataloader.py:464(_SingleProcessDataLoaderIter)
        1    0.000    0.000    0.000    0.000 dataloader.py:465(__init__)
        1    0.000    0.000    0.118    0.118 dataloader.py:473(_next_data)
        1    0.000    0.000    0.000    0.000 dataloader.py:481(_MultiProcessingDataLoaderIter)
        1    0.000    0.000    0.000    0.000 dataloader.py:53(_InfiniteConstantSampler)
        1    0.000    0.000    0.002    0.002 dataloader.py:69(DataLoader)
        2    0.002    0.001    4.108    2.054 dataset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataset.py:15(Dataset)
        1    0.000    0.000    0.000    0.000 dataset.py:15(YC2ProcNetDataset)
        1    0.000    0.000    0.000    0.000 dataset.py:155(TensorDataset)
        1    0.000    0.000    0.001    0.001 dataset.py:176(ConcatDataset)
        1    0.041    0.041    0.167    0.167 dataset.py:18(__init__)
        1    0.000    0.000    0.000    0.000 dataset.py:227(ChainDataset)
        1    0.000    0.000    0.000    0.000 dataset.py:256(Subset)
     2000    0.019    0.000    0.033    0.000 dataset.py:32(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataset.py:42(IterableDataset)
        4    0.000    0.000    0.000    0.000 dataset.py:56(__len__)
        1    0.000    0.000    0.115    0.115 dataset.py:59(__getitem__)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dates.py:1(<module>)
        1    0.000    0.000    0.005    0.005 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1558(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1566(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2179(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2199(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:441(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
       12    0.001    0.000    0.002    0.000 datetime.py:488(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        2    0.000    0.000    0.016    0.008 datetimelike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1440(DatelikeOps)
        1    0.000    0.000    0.002    0.002 datetimelike.py:1591(TimelikeOps)
        4    0.000    0.000    0.000    0.000 datetimelike.py:48(_join_i8_wrapper)
        1    0.000    0.000    0.001    0.001 datetimelike.py:629(DatetimeTimedeltaMixin)
        1    0.000    0.000    0.003    0.003 datetimelike.py:81(DatetimeIndexOpsMixin)
        1    0.000    0.000    0.000    0.000 datetimelike.py:83(InvalidComparison)
        1    0.000    0.000    0.000    0.000 datetimelike.py:92(DatetimeLikeArrayMixin)
        3    0.000    0.000    0.037    0.012 datetimes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 datetimes.py:117(DatetimeArray)
        1    0.000    0.000    0.003    0.003 datetimes.py:72(DatetimeIndex)
        1    0.000    0.000    0.000    0.000 datetimes.py:74(<listcomp>)
       19    0.000    0.000    0.000    0.000 datetimes.py:79(_field_accessor)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
        1    0.000    0.000    0.017    0.017 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        3    0.000    0.000    0.058    0.019 decoder.py:332(decode)
        3    0.057    0.019    0.057    0.019 decoder.py:343(raw_decode)
        1    0.000    0.000    0.001    0.001 deeplabv3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:11(DeepLabV3)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:29(DeepLabHead)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:40(ASPPConv)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:50(ASPPPooling)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:65(ASPP)
        1    0.000    0.000    0.019    0.019 defchararray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
        1    0.000    0.000    0.021    0.021 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 deform_conv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deform_conv.py:88(DeformConv2d)
        1    0.000    0.000    0.002    0.002 densenet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 densenet.py:116(_Transition)
        1    0.000    0.000    0.000    0.000 densenet.py:126(DenseNet)
        1    0.000    0.000    0.000    0.000 densenet.py:22(_DenseLayer)
        1    0.000    0.000    0.000    0.000 densenet.py:93(_DenseBlock)
        1    0.000    0.000    0.002    0.002 difflib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1696(HtmlDiff)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:746(Differ)
        1    0.000    0.000    0.000    0.000 dirichlet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dirichlet.py:15(_Dirichlet)
        1    0.000    0.000    0.000    0.000 dirichlet.py:29(Dirichlet)
        1    0.000    0.000    0.005    0.005 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:209(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:479(Bytecode)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:15(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 distance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:45(CosineSimilarity)
        1    0.000    0.000    0.000    0.000 distance.py:7(PairwiseDistance)
        2    0.000    0.000    0.001    0.001 distributed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distributed.py:12(DistributedSampler)
        1    0.000    0.000    0.000    0.000 distributed.py:93(DistributedDataParallel)
        1    0.000    0.000    0.004    0.004 distributed_c10d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:111(reduce_op)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:119(__init__)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:133(group)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:137(GroupMember)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:47(Backend)
        1    0.000    0.000    0.002    0.002 distribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distribution.py:7(Distribution)
        1    0.000    0.000    0.001    0.001 docstrings.py:1(<module>)
       36    0.000    0.000    0.001    0.000 docstrings.py:7(make_flex_doc)
        1    0.000    0.000    0.000    0.000 dropout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dropout.py:103(Dropout3d)
        1    0.000    0.000    0.000    0.000 dropout.py:145(AlphaDropout)
        1    0.000    0.000    0.000    0.000 dropout.py:187(FeatureAlphaDropout)
        1    0.000    0.000    0.000    0.000 dropout.py:24(Dropout)
        1    0.000    0.000    0.000    0.000 dropout.py:61(Dropout2d)
        1    0.000    0.000    0.000    0.000 dropout.py:7(_DropoutNd)
        1    0.000    0.000    0.001    0.001 dtype.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dtype.py:28(SparseDtype)
        1    0.000    0.000    0.022    0.022 dtypes.py:1(<module>)
       17    0.000    0.000    0.000    0.000 dtypes.py:1078(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:159(__init__)
       17    0.000    0.000    0.000    0.000 dtypes.py:277(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:308(_finalize)
        1    0.000    0.000    0.000    0.000 dtypes.py:40(PandasExtensionDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:462(validate_ordered)
        1    0.000    0.000    0.004    0.004 dtypes.py:604(DatetimeTZDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:711(construct_from_string)
        1    0.000    0.000    0.003    0.003 dtypes.py:780(PeriodDtype)
       17    0.000    0.000    0.000    0.000 dtypes.py:870(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:88(CategoricalDtypeType)
        1    0.000    0.000    0.002    0.002 dtypes.py:96(CategoricalDtype)
